1,call,eth_call,"{""id"":1,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
2,blocknumber,eth_blockNumber,"{""id"":2,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
3,call,eth_call,"{""id"":3,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
4,getbalance,eth_getBalance,"{""id"":4,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
5,call,eth_call,"{""id"":5,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
6,call,eth_call,"{""id"":6,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
7,call,eth_call,"{""id"":7,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
8,call,eth_call,"{""id"":8,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
9,call,eth_call,"{""id"":9,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
10,call,eth_call,"{""id"":10,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
11,getbalance,eth_getBalance,"{""id"":11,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
12,getbalance,eth_getBalance,"{""id"":12,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
13,call,eth_call,"{""id"":13,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
14,getbalance,eth_getBalance,"{""id"":14,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
15,call,eth_call,"{""id"":15,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
16,call,eth_call,"{""id"":16,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
17,getbalance,eth_getBalance,"{""id"":17,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
18,call,eth_call,"{""id"":18,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
19,call,eth_call,"{""id"":19,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
20,call,eth_call,"{""id"":20,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""},""latest""]}"
21,blocknumber,eth_blockNumber,"{""id"":21,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
22,getbalance,eth_getBalance,"{""id"":22,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
23,blocknumber,eth_blockNumber,"{""id"":23,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
